"category","room_count","bathroom_count","size","type","price","city","region"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Mahdia","Mahdia"
"Appartements",2,1,90,"À Louer",50,"Mahdia","Autres villes"
"Appartements",2,1,100,"À Louer",50,"Mahdia","Autres villes"
"Appartements",2,1,80,"À Louer",380,"Mahdia","Mahdia"
"Maisons et Villas",3,1,220,"À Vendre",225000,"Mahdia","Mahdia"
"Maisons et Villas",2,1,105,"À Vendre",1e+05,"Mahdia","Ksour Essef"
"Appartements",2,1,125,"À Louer",850,"Mahdia","Mahdia"
"Locations de vacances",2,1,80,"À Louer",100,"Mahdia","Mahdia"
"Maisons et Villas",2,1,200,"À Vendre",2e+05,"Mahdia","Mahdia"
"Appartements",2,1,120,"À Louer",420,"Mahdia","Mahdia"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Mahdia","Autres villes"
"Locations de vacances",1,1,45,"À Louer",45,"Mahdia","Autres villes"
"Maisons et Villas",3,1,207,"À Vendre",240000,"Mahdia","Mahdia"
"Appartements",2,1,109,"À Vendre",250000,"Mahdia","Mahdia"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Mahdia","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Mahdia","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",320000,"Mahdia","Autres villes"
"Maisons et Villas",2,1,231.5,"À Vendre",205000,"Mahdia","Autres villes"
"Maisons et Villas",4,1,231.5,"À Louer",450,"Mahdia","Mahdia"
"Magasins, Commerces et Locaux industriels",1,1,25,"À Vendre",20000,"Mahdia","Mahdia"
"Maisons et Villas",3,1,140,"À Vendre",85000,"Mahdia","Ksour Essef"
"Appartements",2,1,100,"À Louer",330,"Mahdia","Mahdia"
"Terrains et Fermes",3,1,120,"À Vendre",178000,"Mahdia","Mahdia"
"Appartements",2,1,100,"À Louer",600,"Mahdia","Mahdia"
"Maisons et Villas",3,1,160,"À Louer",200,"Mahdia","Autres villes"
"Appartements",2,1,102,"À Louer",650,"Mahdia","Mahdia"
"Terrains et Fermes",3,1,120,"À Vendre",130000,"Mahdia","Mahdia"
"Maisons et Villas",2,1,160,"À Vendre",2e+05,"Mahdia","Mahdia"
"Appartements",3,1,100,"À Vendre",115000,"Mahdia","Autres villes"
"Magasins, Commerces et Locaux industriels",1,1,40,"À Louer",300,"Mahdia","Mahdia"
"Appartements",3,1,166,"À Louer",480,"Mahdia","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",275000,"Mahdia","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",85000,"Mahdia","Mahdia"
"Appartements",2,1,100,"À Louer",550,"Mahdia","Mahdia"
"Appartements",3,1,231.5,"À Vendre",648800,"Mahdia","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",30000,"Mahdia","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",36000,"Mahdia","Melloulèche"
"Terrains et Fermes",3,1,120,"À Vendre",370000,"Mahdia","Mahdia"
"Maisons et Villas",3,1,231.5,"À Vendre",490000,"Mahdia","Mahdia"
"Appartements",1,1,80,"À Louer",500,"Mahdia","Mahdia"
"Appartements",1,1,90,"À Louer",600,"Mahdia","Mahdia"
"Terrains et Fermes",3,1,120,"À Vendre",280000,"Mahdia","Mahdia"
"Terrains et Fermes",3,1,120,"À Vendre",4e+05,"Mahdia","Chebba"
"Appartements",1,1,65,"À Louer",450,"Mahdia","Mahdia"
"Appartements",2,1,102,"À Louer",550,"Mahdia","Mahdia"
"Maisons et Villas",3,1,150,"À Louer",370,"Mahdia","Mahdia"
"Terrains et Fermes",3,1,120,"À Vendre",150000,"Mahdia","Mahdia"
"Terrains et Fermes",3,1,120,"À Vendre",40000,"Mahdia","Chebba"
"Appartements",1,1,58,"À Vendre",130000,"Mahdia","Mahdia"
"Appartements",2,1,90,"À Vendre",170000,"Mahdia","Ksour Essef"
"Appartements",2,1,120,"À Louer",850,"Mahdia","Mahdia"
"Terrains et Fermes",3,1,120,"À Vendre",380000,"Mahdia","Mahdia"
"Appartements",2,1,102,"À Louer",500,"Mahdia","Mahdia"
"Appartements",2,1,85,"À Louer",500,"Mahdia","Autres villes"
"Appartements",1,1,28,"À Louer",200,"Médenine","Djerba - Midoun"
"Locations de vacances",1,1,80,"À Louer",35,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",60000,"Médenine","Djerba - Ajim"
"Terrains et Fermes",3,1,120,"À Vendre",70000,"Médenine","Djerba - Ajim"
"Terrains et Fermes",3,1,120,"À Vendre",185000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",10000,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",30000,"Médenine","Autres villes"
"Maisons et Villas",3,1,160,"À Vendre",111000,"Médenine","Djerba - Midoun"
"Maisons et Villas",4,1,120,"À Vendre",250000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",220000,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",165000,"Médenine","Autres villes"
"Maisons et Villas",2,1,90,"À Louer",70,"Médenine","Djerba - Midoun"
"Maisons et Villas",4,1,120,"À Louer",1100,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",65000,"Médenine","Médenine"
"Terrains et Fermes",3,1,120,"À Vendre",80000,"Médenine","Djerba - Midoun"
"Maisons et Villas",4,1,120,"À Vendre",285000,"Médenine","Djerba - Midoun"
"Magasins, Commerces et Locaux industriels",4.5,1,30,"À Louer",150,"Médenine","Médenine"
"Terrains et Fermes",3,1,120,"À Vendre",20000,"Médenine","Médenine Sud"
"Terrains et Fermes",3,1,120,"À Vendre",1e+05,"Médenine","Djerba - Midoun"
"Locations de vacances",1,1,160,"À Louer",600,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",111000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,231.5,"À Louer",1500,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",495000,"Médenine","Autres villes"
"Maisons et Villas",3,1,148,"À Vendre",3e+05,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",4,1,231.5,"À Louer",520,"Médenine","Djerba - Midoun"
"Locations de vacances",2,1,100,"À Louer",50,"Médenine","Djerba-Houmt Souk"
"Appartements",3,1,180,"À Vendre",180000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",3,1,200,"À Vendre",220000,"Médenine","Ben Gardane"
"Locations de vacances",1,1,75,"À Louer",50,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",4.5,1,231.5,"À Vendre",558000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",2,1,80,"À Louer",600,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",140000,"Médenine","Djerba - Midoun"
"Maisons et Villas",4.5,1,231.5,"À Vendre",4e+05,"Médenine","Médenine Sud"
"Locations de vacances",3,1,90,"À Louer",850,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,133,"À Vendre",150000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",180000,"Médenine","Autres villes"
"Appartements",3,1,204,"À Vendre",520000,"Médenine","Djerba - Midoun"
"Maisons et Villas",4.5,1,231.5,"À Vendre",3e+05,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",4e+05,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",40000,"Médenine","Djerba - Ajim"
"Terrains et Fermes",3,1,120,"À Vendre",150000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",2,1,120,"À Louer",400,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",180000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",50000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",85000,"Médenine","Djerba-Houmt Souk"
"Locations de vacances",1,1,75,"À Louer",45,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",33000,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",1e+05,"Médenine","Zarzis"
"Locations de vacances",2,1,231.5,"À Louer",1900,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",3,1,231.5,"À Louer",1300,"Médenine","Djerba - Midoun"
"Maisons et Villas",4,1,231.5,"À Vendre",275000,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",20000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",30000,"Médenine","Djerba - Ajim"
"Terrains et Fermes",3,1,120,"À Vendre",93000,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",15000,"Médenine","Médenine"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Médenine","Autres villes"
"Maisons et Villas",3,1,140,"À Vendre",275000,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",390000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",98000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",65000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",45000,"Médenine","Autres villes"
"Locations de vacances",2,1,80,"À Louer",2400,"Médenine","Djerba - Midoun"
"Locations de vacances",2,1,80,"À Louer",1500,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",75000,"Médenine","Djerba - Midoun"
"Maisons et Villas",2,1,100,"À Louer",650,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",4,1,200,"À Vendre",125000,"Médenine","Zarzis"
"Terrains et Fermes",3,1,120,"À Vendre",135000,"Médenine","Zarzis"
"Maisons et Villas",3,1,231.5,"À Louer",750,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",37000,"Médenine","Djerba - Ajim"
"Locations de vacances",2,1,120,"À Louer",40,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",85000,"Médenine","Zarzis"
"Terrains et Fermes",3,1,120,"À Vendre",280000,"Médenine","Djerba - Midoun"
"Maisons et Villas",2,1,90,"À Vendre",160000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,180,"À Vendre",295000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,190,"À Vendre",290000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,160,"À Vendre",260000,"Médenine","Autres villes"
"Maisons et Villas",3,1,231.5,"À Vendre",190000,"Médenine","Djerba - Midoun"
"Maisons et Villas",2,1,75,"À Louer",700,"Médenine","Djerba - Midoun"
"Locations de vacances",1,1,70,"À Louer",50,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",1e+05,"Médenine","Médenine Nord"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Médenine","Autres villes"
"Appartements",2,1,100,"À Louer",50,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",50000,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Médenine","Autres villes"
"Maisons et Villas",4.5,1,231.5,"À Louer",750,"Médenine","Autres villes"
"Maisons et Villas",3,1,220,"À Vendre",450000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,100,"À Louer",500,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",90000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",4,1,231.5,"À Vendre",95000,"Médenine","Médenine Nord"
"Terrains et Fermes",3,1,120,"À Vendre",2e+05,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,231.5,"À Vendre",111111,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",2,1,175,"À Louer",600,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",3,1,150,"À Louer",750,"Médenine","Autres villes"
"Maisons et Villas",2,1,120,"À Louer",800,"Médenine","Autres villes"
"Maisons et Villas",3,1,231.5,"À Vendre",150000,"Médenine","Djerba-Houmt Souk"
"Locations de vacances",1,1,100,"À Louer",350,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",4.5,1,220,"À Vendre",330000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",3,1,150,"À Vendre",120000,"Médenine","Djerba - Midoun"
"Maisons et Villas",4,1,231.5,"À Louer",950,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",110000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,231.5,"À Vendre",280000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,150,"À Louer",1500,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",170000,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",140000,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",130000,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",18500,"Médenine","Médenine"
"Terrains et Fermes",3,1,120,"À Vendre",32000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",60000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",4.5,1,155,"À Vendre",210000,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",50000,"Médenine","Djerba - Ajim"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Médenine","Djerba - Midoun"
"Locations de vacances",1,1,160,"À Louer",50,"Médenine","Djerba - Midoun"
"Locations de vacances",1,1,45,"À Louer",40,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",160000,"Médenine","Djerba - Midoun"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Médenine","Autres villes"
"Maisons et Villas",4.5,1,140,"À Vendre",120000,"Médenine","Ben Gardane"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",127000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,170,"À Vendre",270000,"Médenine","Médenine Nord"
"Terrains et Fermes",3,1,120,"À Vendre",150000,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",90000,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",115000,"Médenine","Médenine Nord"
"Maisons et Villas",1,1,70,"À Louer",650,"Médenine","Autres villes"
"Maisons et Villas",4.5,1,200,"À Vendre",85000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",3,1,180,"À Vendre",290000,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",123000,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",75000,"Médenine","Médenine"
"Locations de vacances",1,1,60,"À Louer",80,"Médenine","Autres villes"
"Appartements",2,1,50,"À Louer",50,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,145,"À Louer",170,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",95000,"Médenine","Djerba - Midoun"
"Maisons et Villas",4.5,1,231.5,"À Vendre",625000,"Médenine","Zarzis"
"Locations de vacances",4,1,231.5,"À Louer",3500,"Médenine","Djerba - Midoun"
"Maisons et Villas",2,1,120,"À Louer",1000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,81,"À Louer",600,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",60000,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",240000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,231.5,"À Louer",550,"Médenine","Djerba - Midoun"
"Maisons et Villas",2,1,120,"À Vendre",90000,"Médenine","Djerba - Midoun"
"Locations de vacances",2,1,110,"À Louer",40,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",4,1,231.5,"À Vendre",180000,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",70000,"Médenine","Djerba - Midoun"
"Maisons et Villas",2,1,100,"À Louer",450,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",20000,"Médenine","Autres villes"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Médenine","Djerba - Midoun"
"Locations de vacances",1,1,70,"À Louer",30,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",38000,"Médenine","Médenine Nord"
"Maisons et Villas",2,1,140,"À Vendre",280000,"Médenine","Djerba - Midoun"
"Maisons et Villas",4,1,220,"À Louer",3200,"Médenine","Djerba - Midoun"
"Maisons et Villas",2,1,100,"À Louer",400,"Médenine","Djerba - Midoun"
"Appartements",3,1,120,"À Louer",550,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,130,"À Vendre",145000,"Médenine","Médenine"
"Terrains et Fermes",3,1,120,"À Vendre",40000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Médenine","Médenine"
"Maisons et Villas",2,1,155,"À Vendre",120000,"Médenine","Djerba - Midoun"
"Maisons et Villas",3,1,170,"À Louer",350,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",70000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",50000,"Médenine","Médenine Sud"
"Magasins, Commerces et Locaux industriels",2,1,60,"À Louer",800,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",109000,"Médenine","Djerba - Midoun"
"Maisons et Villas",4,1,231.5,"À Vendre",5e+05,"Médenine","Médenine Nord"
"Terrains et Fermes",3,1,120,"À Vendre",115000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",3,1,184,"À Vendre",279990,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",25800,"Médenine","Djerba - Midoun"
"Maisons et Villas",2,1,231.5,"À Louer",250,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",60000,"Médenine","Zarzis"
"Terrains et Fermes",3,1,120,"À Vendre",350000,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",80000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",3,1,231.5,"À Vendre",385000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",35000,"Médenine","Médenine Nord"
"Maisons et Villas",3,1,120,"À Louer",450,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",55000,"Médenine","Djerba - Midoun"
"Maisons et Villas",4.5,1,231.5,"À Vendre",190000,"Médenine","Zarzis"
"Appartements",1,1,50,"À Louer",45,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",150000,"Médenine","Autres villes"
"Maisons et Villas",2,1,105,"À Vendre",220000,"Médenine","Djerba-Houmt Souk"
"Appartements",2,1,55,"À Louer",350,"Médenine","Autres villes"
"Maisons et Villas",4.5,1,130,"À Vendre",160000,"Médenine","Médenine Sud"
"Terrains et Fermes",3,1,120,"À Vendre",10000,"Médenine","Ben Gardane"
"Maisons et Villas",3,1,210,"À Louer",1200,"Médenine","Djerba-Houmt Souk"
"Locations de vacances",2,1,130,"À Louer",200,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",120000,"Médenine","Médenine Sud"
"Maisons et Villas",4,1,231.5,"À Vendre",35000,"Médenine","Médenine Nord"
"Terrains et Fermes",3,1,120,"À Vendre",40000,"Médenine","Médenine"
"Locations de vacances",2,1,65,"À Louer",60,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",90000,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",70000,"Médenine","Médenine"
"Terrains et Fermes",3,1,120,"À Vendre",250000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",3,1,135,"À Vendre",165000,"Médenine","Djerba-Houmt Souk"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Médenine","Ben Gardane"
"Terrains et Fermes",3,1,120,"À Vendre",53000,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",2,1,138,"À Louer",350,"Médenine","Autres villes"
"Maisons et Villas",3,1,120,"À Louer",350,"Médenine","Djerba-Houmt Souk"
"Bureaux et Plateaux",4,1,82,"À Louer",850,"Médenine","Djerba-Houmt Souk"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",80000,"Médenine","Autres villes"
"Maisons et Villas",3,1,140,"À Vendre",90000,"Médenine","Médenine"
"Maisons et Villas",2,1,140,"À Louer",1600,"Médenine","Djerba-Houmt Souk"
"Appartements",2,1,90,"À Vendre",648800,"Médenine","Djerba - Midoun"
"Terrains et Fermes",3,1,120,"À Vendre",350000,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",120000,"Médenine","Djerba-Houmt Souk"
"Locations de vacances",3,1,200,"À Louer",300,"Médenine","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",64000,"Monastir","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",20000,"Monastir","Sahline"
"Appartements",2,1,80,"À Louer",320,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Monastir","Sahline"
"Terrains et Fermes",3,1,120,"À Vendre",230000,"Monastir","Jemmal"
"Appartements",2,1,90,"À Louer",550,"Monastir","Autres villes"
"Appartements",2,1,100,"À Louer",500,"Monastir","Monastir"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Monastir","Sayada-Lamta-Bou Hajar"
"Colocations",2,1,100,"À Louer",100,"Monastir","Ksar Hellal"
"Appartements",1,1,65,"À Louer",450,"Monastir","Autres villes"
"Maisons et Villas",2,1,100,"À Louer",50,"Monastir","Monastir"
"Maisons et Villas",3,1,125,"À Louer",549,"Monastir","Autres villes"
"Appartements",2,1,130,"À Louer",450,"Monastir","Autres villes"
"Magasins, Commerces et Locaux industriels",1,1,180,"À Louer",230,"Monastir","Moknine"
"Appartements",1,1,75,"À Louer",450,"Monastir","Monastir"
"Appartements",1,1,65,"À Louer",380,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",390000,"Monastir","Monastir"
"Maisons et Villas",2,1,100,"À Louer",330,"Monastir","Monastir"
"Appartements",1,1,45,"À Louer",170,"Monastir","Autres villes"
"Appartements",1,1,60,"À Vendre",139000,"Monastir","Monastir"
"Appartements",3,1,100,"À Louer",400,"Monastir","Monastir"
"Appartements",2,1,60,"À Louer",390,"Monastir","Monastir"
"Appartements",1,1,80,"À Louer",50,"Monastir","Autres villes"
"Maisons et Villas",3,1,231.5,"À Vendre",1e+05,"Monastir","Jemmal"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Monastir","Monastir"
"Appartements",2,1,100,"À Louer",350,"Monastir","Sahline"
"Terrains et Fermes",3,1,120,"À Vendre",40000,"Monastir","Autres villes"
"Appartements",4,1,80,"À Vendre",70000,"Monastir","Moknine"
"Appartements",2,1,114,"À Vendre",195000,"Monastir","Monastir"
"Appartements",1,1,70,"À Louer",340,"Monastir","Autres villes"
"Appartements",2,1,81,"À Vendre",130000,"Monastir","Monastir"
"Appartements",3,1,102,"À Louer",550,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",185900,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",496000,"Monastir","Monastir"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Monastir","Ksar Hellal"
"Bureaux et Plateaux",2,1,80,"À Louer",300,"Monastir","Moknine"
"Maisons et Villas",3,1,231.5,"À Vendre",480000,"Monastir","Monastir"
"Maisons et Villas",4,1,231.5,"À Vendre",550000,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",30000,"Monastir","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",180000,"Monastir","Autres villes"
"Bureaux et Plateaux",1,1,45,"À Louer",380,"Monastir","Monastir"
"Appartements",1,1,55,"À Louer",370,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Monastir","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",110000,"Monastir","Autres villes"
"Maisons et Villas",4,1,231.5,"À Vendre",110000,"Monastir","Moknine"
"Appartements",2,1,84,"À Vendre",105000,"Monastir","Monastir"
"Locations de vacances",2,1,125,"À Louer",590,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",20000,"Monastir","Ouerdanine"
"Terrains et Fermes",3,1,120,"À Vendre",26000,"Monastir","Moknine"
"Appartements",2,1,70,"À Vendre",58000,"Monastir","Monastir"
"Appartements",2,1,100,"À Louer",600,"Monastir","Monastir"
"Bureaux et Plateaux",4,1,231.5,"À Louer",1500,"Monastir","Ouerdanine"
"Terrains et Fermes",3,1,120,"À Vendre",244000,"Monastir","Monastir"
"Maisons et Villas",3,1,138,"À Vendre",150000,"Monastir","Bekalta"
"Appartements",1,1,50,"À Louer",320,"Monastir","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",110000,"Monastir","Ouerdanine"
"Appartements",2,1,100,"À Louer",800,"Monastir","Monastir"
"Appartements",2,1,50,"À Louer",320,"Monastir","Autres villes"
"Locations de vacances",2,1,90,"À Louer",60,"Monastir","Monastir"
"Maisons et Villas",2,1,100,"À Louer",600,"Monastir","Monastir"
"Appartements",1,1,54,"À Louer",400,"Monastir","Monastir"
"Appartements",2,1,110,"À Louer",800,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",130000,"Monastir","Moknine"
"Maisons et Villas",4,1,231.5,"À Vendre",6e+05,"Monastir","Monastir"
"Appartements",1,1,70,"À Louer",60,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",37600,"Monastir","Ouerdanine"
"Appartements",2,1,76,"À Vendre",80000,"Monastir","Autres villes"
"Appartements",3,1,100,"À Louer",400,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",210000,"Monastir","Sayada-Lamta-Bou Hajar"
"Appartements",1,1,70,"À Louer",420,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",2e+05,"Monastir","Autres villes"
"Maisons et Villas",4,1,200,"À Louer",1000,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",288000,"Monastir","Monastir"
"Appartements",2,1,100,"À Louer",500,"Monastir","Monastir"
"Appartements",3,1,83,"À Louer",450,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",313600,"Monastir","Monastir"
"Appartements",2,1,104,"À Vendre",240000,"Monastir","Monastir"
"Appartements",3,1,100,"À Vendre",160000,"Monastir","Monastir"
"Appartements",3,1,120,"À Louer",600,"Monastir","Monastir"
"Appartements",2,1,105,"À Louer",1200,"Monastir","Autres villes"
"Locations de vacances",1,1,70,"À Louer",40,"Monastir","Monastir"
"Appartements",1,1,60,"À Louer",330,"Monastir","Monastir"
"Terrains et Fermes",3,1,120,"À Vendre",11000,"Monastir","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",57000,"Monastir","Jemmal"
"Appartements",1,1,65,"À Louer",550,"Monastir","Monastir"
